---Mean Power Records---
Gen 200 : 9255.298601304496
Gen 201 : 8946.736452178513
Gen 202 : 9001.12878126219
Gen 203 : 9312.452887380296
Gen 204 : 9120.445616238949
Gen 205 : 9312.427326177738
Gen 206 : 8945.16050722116
Gen 207 : 8826.187685602852
Gen 208 : 8269.218169718197
Gen 209 : 8603.039799482958
Gen 210 : 8556.136831714
Gen 211 : 9182.42817749184
Gen 212 : 8623.937589955904
Gen 213 : 7392.906668724754
Gen 214 : 7193.068480475788
Gen 215 : 5966.744910794514
Gen 216 : 6445.203556090225
Gen 217 : 5072.5943043784055
Gen 218 : 6260.960086246095
Gen 219 : 7460.218999140783
Gen 220 : 9366.760468152213
Gen 221 : 9034.1711318133
Gen 222 : 8542.183646587046
Gen 223 : 9169.685427314262
Gen 224 : 8131.871302217834
Gen 225 : 6149.1607055351205
Gen 226 : 6539.460292087909
Gen 227 : 5512.662926401668
Gen 228 : 4306.633637483378
Gen 229 : 4401.547228198076
Gen 230 : 3490.9426429370255
Gen 231 : 2819.3916564297806
Gen 232 : 0.0
Gen 233 : 0.0
Gen 234 : 0.0
Gen 235 : 0.0
Gen 236 : 0.0
Gen 237 : 0.0
Gen 238 : 0.0
Gen 239 : 0.0
Gen 240 : 0.0
Gen 241 : 0.0
Gen 242 : 0.0
Gen 243 : 0.0
Gen 244 : 0.0
Gen 245 : 0.0
Gen 246 : 0.0
Gen 247 : 0.0
Gen 248 : 0.0
Gen 249 : 0.0
Gen 250 : 0.0
Gen 251 : 0.0
Gen 252 : 0.0
Gen 253 : 0.0
Gen 254 : 0.0
Gen 255 : 0.0
Gen 256 : 0.0
Gen 257 : 0.0
Gen 258 : 0.0
Gen 259 : 0.0
Gen 260 : 0.0
Gen 261 : 0.0
Gen 262 : 0.0
Gen 263 : 0.0
Gen 264 : 0.0
Gen 265 : 0.0
Gen 266 : 0.0
Gen 267 : 0.0
Gen 268 : 0.0
Gen 269 : 0.0
Gen 270 : 0.0
Gen 271 : 0.0
Gen 272 : 0.0
Gen 273 : 0.0
Gen 274 : 0.0
Gen 275 : 0.0
Gen 276 : 0.0
Gen 277 : 0.0
Gen 278 : 0.0
Gen 279 : 0.0
Gen 280 : 0.0
Gen 281 : 0.0
Gen 282 : 0.0
Gen 283 : 0.0
Gen 284 : 0.0
Gen 285 : 0.0
Gen 286 : 0.0
Gen 287 : 0.0
Gen 288 : 0.0
Gen 289 : 0.0
Gen 290 : 0.0
Gen 291 : 0.0
Gen 292 : 0.0
Gen 293 : 0.0
Gen 294 : 0.0
Gen 295 : 0.0
Gen 296 : 0.0
Gen 297 : 0.0
Gen 298 : 0.0
Gen 299 : 0.0
Gen 300 : 0.0
Gen 301 : 0.0
Gen 302 : 0.0
Gen 303 : 0.0
Gen 304 : 0.0
Gen 305 : 0.0
Gen 306 : 0.0
Gen 307 : 0.0
Gen 308 : 0.0
Gen 309 : 0.0
Gen 310 : 0.0
Gen 311 : 0.0
Gen 312 : 0.0
Gen 313 : 0.0
Gen 314 : 0.0
Gen 315 : 0.0
Gen 316 : 0.0
Gen 317 : 0.0
Gen 318 : 0.0
Gen 319 : 0.0
Gen 320 : 0.0
Gen 321 : 0.0
Gen 322 : 0.0
Gen 323 : 0.0
Gen 324 : 0.0
Gen 325 : 0.0
Gen 326 : 0.0
Gen 327 : 0.0
Gen 328 : 0.0
Gen 329 : 0.0
Gen 330 : 0.0
Gen 331 : 0.0
Gen 332 : 0.0
Gen 333 : 0.0
Gen 334 : 0.0
Gen 335 : 0.0
Gen 336 : 0.0
Gen 337 : 0.0
Gen 338 : 0.0
Gen 339 : 0.0
Gen 340 : 0.0
Gen 341 : 0.0
Gen 342 : 0.0
Gen 343 : 0.0
Gen 344 : 0.0
Gen 345 : 0.0
Gen 346 : 0.0
Gen 347 : 0.0
Gen 348 : 0.0
Gen 349 : 0.0
Gen 350 : 0.0
Gen 351 : 0.0
Gen 352 : 0.0
Gen 353 : 0.0
Gen 354 : 0.0
Gen 355 : 0.0
Gen 356 : 0.0
Gen 357 : 0.0
Gen 358 : 0.0
Gen 359 : 0.0
Gen 360 : 0.0
Gen 361 : 0.0
Gen 362 : 0.0
Gen 363 : 0.0
Gen 364 : 0.0
Gen 365 : 0.0
Gen 366 : 0.0
Gen 367 : 0.0
Gen 368 : 0.0
Gen 369 : 0.0
Gen 370 : 0.0
Gen 371 : 0.0
Gen 372 : 0.0
Gen 373 : 0.0
Gen 374 : 0.0
Gen 375 : 0.0
Gen 376 : 0.0
Gen 377 : 0.0
Gen 378 : 0.0
Gen 379 : 0.0
Gen 380 : 0.0
Gen 381 : 0.0
Gen 382 : 0.0
Gen 383 : 0.0
Gen 384 : 0.0
